time_ms,acc_x_g,acc_y_g,acc_z_g,pitch_deg,roll_deg,gyr_x_dps,gyr_y_dps,gyr_z_dps,label,source_file
5465852,-0.77,0.206,-0.618,51.55,162.67,-79.369,19.897,-33.791,standingrotation,standingRotation_session2.xlsx
5466017,-0.764,0.207,-0.63,50.69,162.96,0.069,0.031,11.284,standingrotation,standingRotation_session2.xlsx
5466273,-0.891,0.507,-0.598,52.84,140.37,170.265,-33.745,113.373,standingrotation,standingRotation_session2.xlsx
5466433,-0.807,0.62,-0.508,47.72,128.55,249.992,-24.01,128.372,standingrotation,standingRotation_session2.xlsx
5466593,-0.849,0.671,-0.413,50.05,120.02,249.992,-22.865,149.788,standingrotation,standingRotation_session2.xlsx
5466760,-0.976,0.477,-0.234,67.83,115.39,217.293,-35.271,130.592,standingrotation,standingRotation_session2.xlsx
5466916,-1.017,0.142,-0.241,79.84,149.68,180.321,-24.956,107.079,standingrotation,standingRotation_session2.xlsx
5467097,-1.015,0.022,-0.172,83.68,172.8,138.87,-42.023,41.191,standingrotation,standingRotation_session2.xlsx
5467366,-1.0,0.062,-0.257,80.33,166.59,-78.842,-5.241,-17.838,standingrotation,standingRotation_session2.xlsx
5467554,-0.948,0.169,-0.061,81.8,109.8,-152.29,4.669,-29.427,standingrotation,standingRotation_session2.xlsx
5467705,-1.015,0.348,-0.064,77.06,100.25,-228.874,5.981,-77.972,standingrotation,standingRotation_session2.xlsx
5467859,-0.977,0.361,-0.123,74.0,108.49,-239.845,46.562,-45.631,standingrotation,standingRotation_session2.xlsx
5468014,-1.073,0.536,-0.09,69.95,99.0,-242.645,50.232,-62.08,standingrotation,standingRotation_session2.xlsx
5468176,-0.871,0.495,-0.174,62.68,108.66,-211.563,54.131,-73.837,standingrotation,standingRotation_session2.xlsx
5468353,-0.821,0.405,-0.357,60.07,131.16,-159.531,41.275,-26.367,standingrotation,standingRotation_session2.xlsx
5468513,-0.812,0.335,-0.39,60.9,139.52,-67.558,27.084,33.379,standingrotation,standingRotation_session2.xlsx
5468709,-0.835,0.378,-0.323,62.78,130.3,26.962,-19.096,13.206,standingrotation,standingRotation_session2.xlsx
5468884,-0.839,0.452,-0.362,59.04,128.32,90.355,-34.294,26.024,standingrotation,standingRotation_session2.xlsx
5469045,-0.69,0.596,-0.352,46.06,119.4,159.76,-62.866,90.63,standingrotation,standingRotation_session2.xlsx
5469205,-0.763,0.718,-0.299,45.37,110.79,220.573,-84.625,66.353,standingrotation,standingRotation_session2.xlsx
5469369,-0.792,0.657,-0.255,50.2,109.82,236.954,-106.606,83.893,standingrotation,standingRotation_session2.xlsx
5469520,-0.853,0.585,-0.224,56.92,109.89,232.468,-96.413,82.825,standingrotation,standingRotation_session2.xlsx
5469694,-0.837,0.547,-0.168,58.68,106.28,190.575,-55.954,68.474,standingrotation,standingRotation_session2.xlsx
5469850,-0.929,0.402,-0.111,70.21,105.1,112.823,-46.059,73.494,standingrotation,standingRotation_session2.xlsx
5470033,-0.958,0.275,-0.166,75.76,120.93,12.894,1.839,1.9,standingrotation,standingRotation_session2.xlsx
5470284,-0.958,0.351,-0.162,72.94,114.38,-144.455,51.659,-45.364,standingrotation,standingRotation_session2.xlsx
5470444,-0.891,0.557,-0.185,60.62,107.49,-184.761,73.334,-60.379,standingrotation,standingRotation_session2.xlsx
5470612,-0.814,0.583,-0.163,55.9,104.72,-209.412,63.629,-95.581,standingrotation,standingRotation_session2.xlsx
5470767,-0.816,0.605,-0.051,55.71,94.48,-190.659,47.226,-59.357,standingrotation,standingRotation_session2.xlsx
5470964,-0.853,0.551,-0.353,56.12,121.75,-106.133,76.454,18.494,standingrotation,standingRotation_session2.xlsx
5471167,-0.77,0.498,-0.501,49.95,135.2,-159.088,55.527,-33.134,standingrotation,standingRotation_session2.xlsx
5471333,-0.845,0.364,-0.364,62.37,135.03,-40.947,6.104,-18.227,standingrotation,standingRotation_session2.xlsx
5471595,-0.855,0.38,-0.474,58.45,141.7,93.742,-36.247,22.331,standingrotation,standingRotation_session2.xlsx
5471771,-0.759,0.621,-0.375,48.13,119.84,216.438,-60.44,57.625,standingrotation,standingRotation_session2.xlsx
5471930,-0.816,0.781,-0.292,45.33,108.34,196.35,-49.927,99.159,standingrotation,standingRotation_session2.xlsx
5472101,-0.851,0.725,-0.271,49.96,108.7,193.52,-97.343,65.857,standingrotation,standingRotation_session2.xlsx
5472263,-0.782,0.486,-0.271,57.3,118.41,203.651,-83.694,47.623,standingrotation,standingRotation_session2.xlsx
5472427,-0.893,0.566,-0.085,61.17,98.05,199.295,-103.416,108.978,standingrotation,standingRotation_session2.xlsx
5472593,-0.963,0.415,-0.132,70.96,107.14,60.73,-27.512,6.691,standingrotation,standingRotation_session2.xlsx
5472784,-0.931,0.408,-0.143,69.66,108.92,-73.441,7.851,-30.334,standingrotation,standingRotation_session2.xlsx
5472941,-0.88,0.481,-0.133,64.24,104.86,-188.446,23.941,-38.925,standingrotation,standingRotation_session2.xlsx
5473094,-0.919,0.571,0.051,62.4,85.18,-249.611,47.066,-55.992,standingrotation,standingRotation_session2.xlsx
5473273,-0.804,0.727,0.021,48.9,88.51,-250.0,87.189,-59.898,standingrotation,standingRotation_session2.xlsx
5473433,-0.839,0.636,-0.028,55.24,92.31,-207.642,93.689,-15.945,standingrotation,standingRotation_session2.xlsx
5473591,-0.888,0.692,-0.063,54.96,94.74,-247.665,24.055,-80.025,standingrotation,standingRotation_session2.xlsx
5473790,-1.017,0.422,-0.525,65.87,141.79,-183.311,83.199,10.704,standingrotation,standingRotation_session2.xlsx
5474047,-1.0,0.197,-0.173,80.45,131.23,38.162,-15.579,1.953,standingrotation,standingRotation_session2.xlsx
5474218,-0.875,0.246,-0.339,68.2,144.38,139.091,15.694,25.932,standingrotation,standingRotation_session2.xlsx
5474441,-0.996,0.528,-0.254,67.52,114.81,195.412,-85.747,4.601,standingrotation,standingRotation_session2.xlsx
5474657,-0.967,0.487,-0.151,68.01,106.6,248.314,-0.328,38.017,standingrotation,standingRotation_session2.xlsx
5474825,-1.009,0.452,-0.086,73.12,100.42,227.264,-9.758,55.229,standingrotation,standingRotation_session2.xlsx
5474993,-0.983,0.328,-0.128,75.53,111.0,222.794,-15.999,57.594,standingrotation,standingRotation_session2.xlsx
5475151,-0.97,0.277,0.034,77.96,83.07,196.312,-3.426,55.641,standingrotation,standingRotation_session2.xlsx
5475309,-1.016,0.123,-0.095,84.35,127.61,100.052,4.799,42.603,standingrotation,standingRotation_session2.xlsx
5475475,-0.987,0.149,-0.226,79.06,146.83,-42.503,14.755,-39.658,standingrotation,standingRotation_session2.xlsx
5475632,-0.978,0.175,-0.304,75.37,150.36,-48.409,51.849,-12.581,standingrotation,standingRotation_session2.xlsx
5475797,-0.886,0.172,-0.296,72.32,150.05,-122.017,21.179,-46.333,standingrotation,standingRotation_session2.xlsx
5475957,-0.99,0.286,-0.288,73.92,135.21,-152.924,13.87,-68.085,standingrotation,standingRotation_session2.xlsx
5476120,-0.972,0.34,-0.227,72.67,123.42,-206.36,11.261,-94.666,standingrotation,standingRotation_session2.xlsx
5476285,-0.907,0.386,-0.224,68.09,119.65,-207.008,19.142,-80.666,standingrotation,standingRotation_session2.xlsx
5476441,-0.904,0.343,-0.313,67.26,132.33,-194.901,21.202,-64.484,standingrotation,standingRotation_session2.xlsx
5476600,-0.93,0.347,-0.351,67.13,135.28,-172.119,14.099,-45.876,standingrotation,standingRotation_session2.xlsx
5476781,-0.905,0.155,-0.488,64.77,163.02,-118.797,16.739,-27.657,standingrotation,standingRotation_session2.xlsx
5477004,-0.901,0.161,-0.488,64.5,162.45,72.762,-15.892,19.18,standingrotation,standingRotation_session2.xlsx
5477162,-0.917,0.138,-0.411,69.0,161.82,96.817,-42.16,15.35,standingrotation,standingRotation_session2.xlsx
5477316,-0.896,0.281,-0.383,66.38,144.06,173.531,-29.823,44.113,standingrotation,standingRotation_session2.xlsx
5477512,-0.945,0.435,-0.336,65.43,127.25,240.54,0.42,75.012,standingrotation,standingRotation_session2.xlsx
5477729,-0.963,0.484,-0.289,65.79,120.09,209.793,-27.596,63.332,standingrotation,standingRotation_session2.xlsx
5477947,-0.987,0.401,-0.063,73.52,98.75,166.878,-43.213,46.005,standingrotation,standingRotation_session2.xlsx
5478136,-0.957,0.153,0.053,82.73,70.87,117.5,2.998,62.576,standingrotation,standingRotation_session2.xlsx
5478322,-0.932,0.232,-0.148,76.97,122.43,-53.818,29.167,-26.436,standingrotation,standingRotation_session2.xlsx
5478571,-0.947,0.227,-0.304,72.83,143.44,-169.937,47.508,-61.241,standingrotation,standingRotation_session2.xlsx
5478739,-0.958,0.204,-0.266,75.17,142.61,8.568,15.907,-32.333,standingrotation,standingRotation_session2.xlsx
5478890,-1.03,0.308,-0.096,78.22,107.15,-180.603,-26.932,-114.25,standingrotation,standingRotation_session2.xlsx
5479047,-0.988,0.265,-0.133,78.01,116.45,-220.306,-26.718,-76.843,standingrotation,standingRotation_session2.xlsx
5479203,-0.985,0.124,-0.101,83.47,129.07,-191.46,-16.502,-37.338,standingrotation,standingRotation_session2.xlsx
5479367,-1.062,0.233,-0.106,80.67,114.32,-208.275,-50.697,-45.769,standingrotation,standingRotation_session2.xlsx
5479598,-1.042,0.124,-0.216,80.91,150.24,-150.284,-5.707,-10.826,standingrotation,standingRotation_session2.xlsx
5479760,-0.935,0.11,-0.396,70.72,164.81,-62.325,30.67,24.788,standingrotation,standingRotation_session2.xlsx
5479961,-0.986,0.057,-0.372,74.64,171.44,77.309,-16.289,11.23,standingrotation,standingRotation_session2.xlsx
5480141,-0.908,0.214,-0.326,70.85,147.03,149.803,-11.421,23.659,standingrotation,standingRotation_session2.xlsx
5480297,-0.945,0.312,-0.247,71.94,128.17,182.8,-8.087,45.387,standingrotation,standingRotation_session2.xlsx
5480503,-0.987,0.304,-0.34,71.79,138.35,230.972,36.995,55.634,standingrotation,standingRotation_session2.xlsx
5480664,-0.895,0.606,-0.457,53.95,126.07,249.992,46.692,52.185,standingrotation,standingRotation_session2.xlsx
5481217,-0.962,0.029,-0.289,77.17,174.37,-112.099,-16.685,-67.719,standingrotation,standingRotation_session2.xlsx
5481400,-0.996,0.11,-0.272,78.69,158.16,-203.468,-38.063,-98.938,standingrotation,standingRotation_session2.xlsx
5481557,-1.046,0.267,-0.265,76.39,134.79,-232.285,-23.346,-117.676,standingrotation,standingRotation_session2.xlsx
5481717,-0.992,0.269,-0.309,73.95,139.08,-246.948,-33.051,-137.238,standingrotation,standingRotation_session2.xlsx
5481872,-0.968,0.211,-0.388,71.08,151.93,-215.782,-31.845,-107.185,standingrotation,standingRotation_session2.xlsx
5482095,-0.832,0.125,-0.625,55.05,169.5,-156.845,-18.463,-43.816,standingrotation,standingRotation_session2.xlsx
5482255,-0.766,-0.091,-0.747,45.83,-173.86,-35.057,22.896,11.879,standingrotation,standingRotation_session2.xlsx
5482412,-0.8,0.012,-0.637,53.34,179.04,72.014,-14.763,37.75,standingrotation,standingRotation_session2.xlsx
5482575,-0.8,0.086,-0.52,59.15,171.04,140.656,-14.053,61.821,standingrotation,standingRotation_session2.xlsx
5482777,-1.001,0.235,-0.42,72.53,151.32,230.736,8.11,85.678,standingrotation,standingRotation_session2.xlsx
5482935,-1.01,0.291,-0.474,69.89,149.15,240.479,46.562,86.99,standingrotation,standingRotation_session2.xlsx
5483156,-1.032,0.383,-0.124,75.3,107.62,238.396,35.873,156.303,standingrotation,standingRotation_session2.xlsx
5483321,-1.048,-0.085,-0.218,81.45,-158.82,154.106,-4.883,131.813,standingrotation,standingRotation_session2.xlsx
5483558,-0.956,0.048,-0.297,76.51,170.96,-59.639,-5.241,-44.144,standingrotation,standingRotation_session2.xlsx
5483743,-0.947,0.156,-0.219,77.72,144.59,-240.585,-15.152,-120.308,standingrotation,standingRotation_session2.xlsx
5483904,-0.998,0.16,-0.248,78.85,147.27,-171.234,-65.506,-36.24,standingrotation,standingRotation_session2.xlsx
5484063,-1.023,0.133,-0.17,82.15,142.09,-174.004,22.949,-40.07,standingrotation,standingRotation_session2.xlsx
5484218,-1.079,0.146,-0.119,83.14,129.26,-209.061,-33.493,-124.947,standingrotation,standingRotation_session2.xlsx
5484399,-0.976,0.092,-0.189,81.1,154.03,-185.143,-43.854,-25.772,standingrotation,standingRotation_session2.xlsx
5484565,-0.952,0.115,-0.359,73.03,162.65,-125.313,-14.519,-12.215,standingrotation,standingRotation_session2.xlsx
5484737,-1.007,-0.104,-0.589,67.9,-170.61,-6.203,37.971,46.097,standingrotation,standingRotation_session2.xlsx
5484897,-0.684,0.045,-0.529,53.42,175.4,75.256,78.026,135.307,standingrotation,standingRotation_session2.xlsx
5485051,-0.639,0.257,-0.64,43.07,159.48,117.439,-40.192,101.685,standingrotation,standingRotation_session2.xlsx
5485206,-0.525,0.071,-0.326,58.38,167.87,151.283,-46.753,128.143,standingrotation,standingRotation_session2.xlsx
5485377,-1.008,0.002,-0.242,81.17,179.63,103.432,-165.604,-42.328,standingrotation,standingRotation_session2.xlsx
5485537,-1.15,0.107,0.075,85.23,55.16,52.162,-89.867,-4.005,standingrotation,standingRotation_session2.xlsx
5485691,-1.035,0.057,0.338,77.46,9.36,86.838,-33.005,14.526,standingrotation,standingRotation_session2.xlsx
5485870,-1.09,0.192,0.424,73.07,23.86,44.746,-23.666,11.635,standingrotation,standingRotation_session2.xlsx
5486030,-0.97,0.237,0.439,68.85,27.77,25.017,-14.992,-13.115,standingrotation,standingRotation_session2.xlsx
5486223,-0.96,0.029,0.538,66.12,2.96,-20.447,-45.174,5.692,standingrotation,standingRotation_session2.xlsx
6040582,-0.708,-0.281,-0.857,36.39,-164.54,-19.341,-17.921,-5.173,steppingobstacle,steppingObstacle_session1.xlsx
6041055,-0.555,-0.184,-0.679,37.4,-166.08,5.318,-5.455,18.929,steppingobstacle,steppingObstacle_session1.xlsx
6041628,-0.579,-0.109,-0.484,50.02,-167.78,32.318,25.154,-5.905,steppingobstacle,steppingObstacle_session1.xlsx
6042190,-0.383,-0.231,-0.653,27.69,-161.85,10.002,20.378,-2.777,steppingobstacle,steppingObstacle_session1.xlsx
6042523,-0.587,-0.173,-1.087,21.66,-173.68,-33.577,0.801,-53.009,steppingobstacle,steppingObstacle_session1.xlsx
6042848,-0.516,-0.326,-0.767,30.1,-159.18,-63.408,-37.193,-79.056,steppingobstacle,steppingObstacle_session1.xlsx
6043063,-0.786,-0.058,-0.806,43.92,-176.47,-101.501,-51.582,-116.486,steppingobstacle,steppingObstacle_session1.xlsx
6043254,-0.798,-0.192,-0.626,52.72,-164.03,-98.335,-38.704,-158.989,steppingobstacle,steppingObstacle_session1.xlsx
6043420,-0.704,-0.061,-0.686,45.82,-175.38,-123.711,-35.149,-163.406,steppingobstacle,steppingObstacle_session1.xlsx
6044481,-0.368,-0.203,-0.945,16.73,-170.61,-15.06,13.496,-10.757,steppingobstacle,steppingObstacle_session1.xlsx
6046887,-0.543,-0.042,-0.914,26.45,-177.93,-6.699,5.829,-21.446,steppingobstacle,steppingObstacle_session1.xlsx
6047516,-0.544,-0.154,-0.944,24.85,-172.87,-5.974,-12.299,-29.045,steppingobstacle,steppingObstacle_session1.xlsx
6048635,-0.397,-0.12,-0.76,25.06,-172.1,-1.595,0.809,-10.742,steppingobstacle,steppingObstacle_session1.xlsx
6050328,-0.645,-0.304,-0.65,42.23,-156.41,60.341,14.351,60.806,steppingobstacle,steppingObstacle_session1.xlsx
6050834,-0.484,-0.139,-0.726,31.51,-170.26,-14.809,-4.852,-26.443,steppingobstacle,steppingObstacle_session1.xlsx
6052648,-0.535,-0.119,-0.718,34.87,-171.55,65.239,11.604,83.778,steppingobstacle,steppingObstacle_session1.xlsx
6053019,-0.767,0.092,-0.636,51.47,172.4,144.661,42.946,171.555,steppingobstacle,steppingObstacle_session1.xlsx
6053187,-0.978,-0.019,-0.501,68.9,-177.97,151.451,49.522,176.147,steppingobstacle,steppingObstacle_session1.xlsx
6053453,-0.784,-0.362,-0.627,49.44,-151.35,76.309,24.971,76.416,steppingobstacle,steppingObstacle_session1.xlsx
6054563,-0.843,-0.264,-0.625,54.1,-158.41,-10.307,13.603,-32.089,steppingobstacle,steppingObstacle_session1.xlsx
6055169,-0.439,-0.313,-0.511,36.08,-149.31,-22.621,-2.167,-34.637,steppingobstacle,steppingObstacle_session1.xlsx
6055982,-0.936,-0.613,-0.596,52.8,-134.05,-73.013,40.199,-60.73,steppingobstacle,steppingObstacle_session1.xlsx
6056429,-0.872,-0.159,-0.586,58.62,-165.7,-179.535,-77.301,-152.275,steppingobstacle,steppingObstacle_session1.xlsx
6056678,-0.698,-0.17,-0.684,44.98,-167.21,-94.101,-45.044,-81.436,steppingobstacle,steppingObstacle_session1.xlsx
6057062,-0.686,-0.273,-0.654,44.7,-158.82,-19.333,2.548,-19.63,steppingobstacle,steppingObstacle_session1.xlsx
6057706,-0.493,-0.317,-0.614,35.0,-153.96,-14.091,-4.791,-1.846,steppingobstacle,steppingObstacle_session1.xlsx
6058132,-0.557,-0.092,-0.474,49.61,-169.45,-6.805,-5.875,-26.489,steppingobstacle,steppingObstacle_session1.xlsx
6058825,-1.002,-0.392,-0.875,54.05,-159.3,-3.868,5.074,-33.478,steppingobstacle,steppingObstacle_session1.xlsx
6059647,-1.013,-0.105,-0.48,71.96,-168.14,-177.582,-60.493,-197.845,steppingobstacle,steppingObstacle_session1.xlsx
6060282,-0.776,-0.138,-0.759,45.5,-170.85,4.669,2.335,49.484,steppingobstacle,steppingObstacle_session1.xlsx
6060879,-1.103,-0.218,-0.993,46.97,-171.38,19.6,-4.845,4.257,steppingobstacle,steppingObstacle_session1.xlsx
6061460,-0.515,-0.199,-0.568,40.37,-161.64,1.976,7.66,-1.373,steppingobstacle,steppingObstacle_session1.xlsx
6062070,-0.648,-0.209,-0.513,50.62,-158.65,-75.363,-31.662,-76.546,steppingobstacle,steppingObstacle_session1.xlsx
6062294,-0.818,-0.218,-0.627,53.37,-162.07,-105.507,-27.145,-105.545,steppingobstacle,steppingObstacle_session1.xlsx
6062465,-0.76,-0.138,-0.573,54.05,-167.21,-112.999,-36.575,-104.805,steppingobstacle,steppingObstacle_session1.xlsx
6062661,-0.883,-0.044,-0.614,58.52,-176.17,-116.882,-35.408,-104.553,steppingobstacle,steppingObstacle_session1.xlsx
6062824,-0.728,-0.029,-0.639,49.6,-177.61,-79.681,-23.72,-67.635,steppingobstacle,steppingObstacle_session1.xlsx
6063346,-0.788,-0.255,-0.599,52.7,-158.11,-1.595,-1.305,-18.73,steppingobstacle,steppingObstacle_session1.xlsx
6064001,-1.354,-0.293,-1.144,44.49,-169.26,-26.375,-6.241,-9.605,steppingobstacle,steppingObstacle_session1.xlsx
6064617,-0.439,-0.208,-0.51,38.36,-158.66,-1.175,-1.083,-10.963,steppingobstacle,steppingObstacle_session1.xlsx
6065189,-0.589,-0.119,-0.541,47.13,-168.22,94.391,12.68,108.337,steppingobstacle,steppingObstacle_session1.xlsx
6065564,-0.742,-0.038,-0.515,57.04,-175.93,152.069,26.169,145.63,steppingobstacle,steppingObstacle_session1.xlsx
6066007,-0.794,-0.29,-0.604,52.2,-155.6,4.822,1.595,-2.396,steppingobstacle,steppingObstacle_session1.xlsx
6066278,-0.902,-0.141,-0.806,49.86,-171.4,49.088,13.031,70.145,steppingobstacle,steppingObstacle_session1.xlsx
6066724,-0.707,-0.261,-0.897,34.45,-166.67,3.036,8.049,12.596,steppingobstacle,steppingObstacle_session1.xlsx
6067282,-0.532,-0.214,-0.608,39.19,-161.75,-6.02,0.984,-16.968,steppingobstacle,steppingObstacle_session1.xlsx
6067908,-0.648,-0.103,-0.66,44.05,-171.87,-47.096,-26.741,-67.642,steppingobstacle,steppingObstacle_session1.xlsx
6068197,-0.856,-0.194,-0.505,61.22,-159.78,-140.953,-35.271,-114.838,steppingobstacle,steppingObstacle_session1.xlsx
6068385,-0.956,-0.093,-0.573,64.15,-171.36,-135.75,-39.902,-122.787,steppingobstacle,steppingObstacle_session1.xlsx
6068575,-0.728,-0.067,-0.706,46.02,-175.13,-99.327,-15.297,-108.017,steppingobstacle,steppingObstacle_session1.xlsx
6069042,-0.663,-0.156,-0.711,41.97,-168.82,-4.059,14.763,-10.353,steppingobstacle,steppingObstacle_session1.xlsx
6069797,-0.629,-0.212,-0.645,42.88,-163.02,-29.32,15.205,2.129,steppingobstacle,steppingObstacle_session1.xlsx
5961080,-0.564,-0.289,-0.726,34.74,-160.16,-17.212,5.196,3.96,steppingobstacle,steppingObstacle_session2.xlsx
5961318,-0.693,-0.269,-0.808,38.03,-163.85,-12.344,-13.672,7.996,steppingobstacle,steppingObstacle_session2.xlsx
5961520,-0.728,-0.07,-0.724,45.09,-175.08,10.056,15.434,-0.504,steppingobstacle,steppingObstacle_session2.xlsx
5961694,-0.648,-0.154,-0.764,38.57,-169.93,-26.802,-9.918,26.466,steppingobstacle,steppingObstacle_session2.xlsx
5961866,-0.636,-0.08,-0.747,39.13,-174.56,4.005,-20.241,-0.099,steppingobstacle,steppingObstacle_session2.xlsx
5962107,-0.636,-0.065,-0.724,40.29,-175.43,-13.481,-7.126,-7.202,steppingobstacle,steppingObstacle_session2.xlsx
5962518,-1.042,0.002,-0.716,63.06,179.89,13.657,29.625,-4.768,steppingobstacle,steppingObstacle_session2.xlsx
5962742,-0.701,-0.123,-0.579,50.96,-168.67,0.793,36.987,-41.542,steppingobstacle,steppingObstacle_session2.xlsx
5963361,-0.421,-0.351,-0.692,27.23,-154.86,16.617,14.091,19.035,steppingobstacle,steppingObstacle_session2.xlsx
5963742,-0.405,-0.165,-0.709,27.41,-168.12,2.319,17.464,14.191,steppingobstacle,steppingObstacle_session2.xlsx
5964130,-0.537,-0.213,-0.753,32.83,-165.87,23.643,13.229,-1.03,steppingobstacle,steppingObstacle_session2.xlsx
5964633,-0.479,-0.227,-0.839,26.06,-167.05,-0.908,3.998,-3.304,steppingobstacle,steppingObstacle_session2.xlsx
5964965,-0.487,-0.233,-0.846,26.12,-166.89,1.251,0.328,-0.237,steppingobstacle,steppingObstacle_session2.xlsx
5965202,-0.488,-0.237,-0.838,26.52,-166.48,-1.335,-0.381,-0.9,steppingobstacle,steppingObstacle_session2.xlsx
5965553,-0.484,-0.242,-0.831,26.58,-165.98,-0.977,-3.22,-2.655,steppingobstacle,steppingObstacle_session2.xlsx
5966127,-0.494,-0.488,-0.718,28.54,-147.51,-16.014,-16.685,-37.453,steppingobstacle,steppingObstacle_session2.xlsx
5966621,-0.656,-0.225,-0.785,37.52,-165.9,-62.553,-35.08,-104.675,steppingobstacle,steppingObstacle_session2.xlsx
5966892,-0.679,-0.177,-0.668,44.78,-166.36,-103.47,-53.413,-129.501,steppingobstacle,steppingObstacle_session2.xlsx
5967415,-0.626,-0.19,-0.703,40.1,-166.2,-49.408,-19.806,-62.988,steppingobstacle,steppingObstacle_session2.xlsx
5968176,-0.418,-0.097,-0.974,17.78,-175.87,-13.893,-3.777,12.466,steppingobstacle,steppingObstacle_session2.xlsx
5968762,-0.384,-0.122,-0.775,23.75,-172.12,-5.905,4.463,-13.527,steppingobstacle,steppingObstacle_session2.xlsx
5969341,-0.508,-0.07,-1.031,18.74,-177.44,-10.971,-13.443,1.114,steppingobstacle,steppingObstacle_session2.xlsx
5969575,-0.611,-0.195,-0.86,31.95,-169.29,1.335,-13.107,13.603,steppingobstacle,steppingObstacle_session2.xlsx
5969858,-0.448,-0.211,-0.823,25.14,-167.57,2.747,-1.534,-22.43,steppingobstacle,steppingObstacle_session2.xlsx
5970044,-0.465,-0.189,-0.857,24.79,-169.51,-19.501,-14.297,-28.114,steppingobstacle,steppingObstacle_session2.xlsx
5970299,-0.483,-0.123,-0.864,25.61,-173.27,3.235,-4.715,7.034,steppingobstacle,steppingObstacle_session2.xlsx
5970657,-0.541,-0.418,-0.756,30.79,-153.28,-32.394,-21.042,-63.4,steppingobstacle,steppingObstacle_session2.xlsx
5970932,-0.625,-0.225,-0.75,37.56,-165.02,-68.459,-25.726,-123.322,steppingobstacle,steppingObstacle_session2.xlsx
5971165,-0.482,-0.165,-0.765,29.53,-169.26,-37.025,-17.174,-89.302,steppingobstacle,steppingObstacle_session2.xlsx
5971384,-0.578,-0.284,-0.754,34.39,-161.36,-85.976,-34.813,-137.016,steppingobstacle,steppingObstacle_session2.xlsx
5971613,-0.738,-0.239,-0.846,38.67,-166.55,-78.606,-55.763,-137.886,steppingobstacle,steppingObstacle_session2.xlsx
5971842,-0.495,-0.178,-0.841,27.05,-169.87,-59.952,-29.19,-78.125,steppingobstacle,steppingObstacle_session2.xlsx
5972058,-0.514,0.041,-0.875,26.86,177.8,9.727,-16.167,3.021,steppingobstacle,steppingObstacle_session2.xlsx
5972218,-0.533,-0.124,-0.821,30.06,-172.65,5.966,7.561,28.282,steppingobstacle,steppingObstacle_session2.xlsx
5972505,-0.543,-0.403,-0.827,28.48,-156.96,10.422,9.3,5.081,steppingobstacle,steppingObstacle_session2.xlsx
5973198,-0.644,-0.079,-0.785,37.66,-174.97,26.871,10.635,-28.549,steppingobstacle,steppingObstacle_session2.xlsx
5973916,-0.299,-0.117,-0.8,17.97,-172.77,-7.484,23.926,-12.337,steppingobstacle,steppingObstacle_session2.xlsx
5974526,-0.547,-0.071,-0.913,26.68,-176.47,38.925,-27.702,-12.23,steppingobstacle,steppingObstacle_session2.xlsx
5975273,-0.513,0.0,-0.676,35.95,-180.0,58.731,80.78,129.662,steppingobstacle,steppingObstacle_session2.xlsx
5975761,-0.691,-0.039,-0.817,38.57,-177.64,109.734,14.786,175.835,steppingobstacle,steppingObstacle_session2.xlsx
5976255,-0.654,-0.294,-0.833,34.72,-163.13,23.674,1.312,39.52,steppingobstacle,steppingObstacle_session2.xlsx
5977073,-0.647,0.028,-0.746,39.88,178.12,22.736,32.967,-32.143,steppingobstacle,steppingObstacle_session2.xlsx
5977887,-0.678,-0.101,-1.01,25.32,-176.31,-7.957,-20.119,-23.163,steppingobstacle,steppingObstacle_session2.xlsx
5978655,-0.762,-0.245,-0.688,47.32,-161.98,-98.732,-47.081,-146.141,steppingobstacle,steppingObstacle_session2.xlsx
5979290,-0.705,0.025,-0.739,43.24,178.29,-67.749,-2.48,-76.187,steppingobstacle,steppingObstacle_session2.xlsx
5979662,-0.645,-0.052,-0.74,40.04,-176.42,19.753,-3.456,28.763,steppingobstacle,steppingObstacle_session2.xlsx
5980176,-0.57,-0.308,-1.134,20.75,-168.72,-9.048,0.229,21.393,steppingobstacle,steppingObstacle_session2.xlsx
5980910,-0.318,-0.25,-0.631,23.97,-159.66,19.264,1.373,14.42,steppingobstacle,steppingObstacle_session2.xlsx
5981131,-0.893,-0.489,-1.135,33.73,-161.97,-26.779,-6.081,-49.835,steppingobstacle,steppingObstacle_session2.xlsx
5981619,-0.774,-0.285,-0.698,47.02,-159.45,-118.561,-57.602,-141.624,steppingobstacle,steppingObstacle_session2.xlsx
5981794,-0.874,-0.25,-0.649,54.78,-160.3,-109.375,-54.497,-176.666,steppingobstacle,steppingObstacle_session2.xlsx
5981956,-0.794,-0.267,-0.618,51.91,-157.9,-106.926,-25.208,-187.035,steppingobstacle,steppingObstacle_session2.xlsx
5982384,-0.618,-0.261,-0.838,32.92,-165.13,-35.088,-11.436,-35.965,steppingobstacle,steppingObstacle_session2.xlsx
5982755,-0.608,-0.261,-0.814,33.54,-164.49,11.36,-0.099,25.642,steppingobstacle,steppingObstacle_session2.xlsx
5983248,-0.827,-0.109,-1.281,31.71,-176.03,11.208,4.417,2.197,steppingobstacle,steppingObstacle_session2.xlsx
5984257,-0.737,-0.223,-1.191,27.55,-171.84,-23.666,-15.541,3.441,steppingobstacle,steppingObstacle_session2.xlsx
